Term | TF-IDF country | TF-IDF pop | TF-IDF rap | TF-IDFrock
time	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
not	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
hurt	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
behind	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
bedroom	|	0.602060	|	0.000000	|	1.505150	|	0.000000	|	
full	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
cannot	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
erase	|	1.204120	|	1.204120	|	0.000000	|	0.000000	|	
Photographs	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
throw	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
away	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
lose	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
No	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
given	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
best	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
more	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
reasons	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
door	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
lot	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
goodbye	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
You've	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
glow	|	2.107210	|	0.000000	|	2.709270	|	0.000000	|	
that's	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
suntan	|	2.408240	|	0.000000	|	0.000000	|	0.000000	|	
gleam	|	0.124939	|	0.000000	|	0.124939	|	0.124939	|	
eyes	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
must	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
great	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
vacation	|	0.499755	|	0.124939	|	0.499755	|	0.000000	|	
Girl	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
satisfied	|	0.249877	|	0.499755	|	0.000000	|	0.124939	|	
Tell	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
holiday	|	1.124449	|	0.000000	|	0.124939	|	0.249877	|	
Was	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
turned	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
What	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
good	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
needed	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
small	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
couple	|	1.749142	|	1.874081	|	4.372856	|	0.000000	|	
days	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
by	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
So	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
direction	|	0.249877	|	1.124449	|	0.000000	|	0.499755	|	
found	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
else	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
tell	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
looks	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
little	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
weathered	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
since	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
you've	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
wearin'	|	0.124939	|	0.000000	|	0.624694	|	0.124939	|	
hat	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
differently	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
Pain	|	0.124939	|	0.000000	|	0.124939	|	1.374326	|	
brim	|	0.624694	|	0.249877	|	0.249877	|	0.000000	|	
pulled	|	1.999020	|	0.000000	|	2.623713	|	1.374326	|	
Whenever	|	0.749632	|	0.249877	|	0.000000	|	0.249877	|	
teardrops	|	0.602060	|	1.806180	|	0.000000	|	0.000000	|	
nobody	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
does	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
hide	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
baby	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
pride	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
under	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Last	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
go	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
don't	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
head	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
turn	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
glad	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
did	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
saw	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
kept	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
mamma	|	1.806180	|	0.000000	|	2.107210	|	0.000000	|	
always	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
wished	|	0.301030	|	3.913390	|	0.000000	|	0.000000	|	
somebody	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
think	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
gunna	|	2.107210	|	4.515450	|	0.000000	|	0.000000	|	
pass	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
test	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
She's	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
country	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
girl	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
far	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Mamma	|	3.010300	|	0.000000	|	0.000000	|	0.000000	|	
likes	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
skinny	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
dipping	|	3.010300	|	0.000000	|	0.000000	|	0.000000	|	
heat	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
day	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
late	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
wants	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
roll	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
hay	|	7.224720	|	0.000000	|	0.000000	|	0.000000	|	
cranks	|	1.806180	|	0.000000	|	0.000000	|	0.000000	|	
tractor	|	3.612360	|	0.000000	|	0.301030	|	0.000000	|	
kiss	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
doesn't	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
any	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
countrier	|	2.408240	|	0.000000	|	0.000000	|	0.000000	|	
than	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
grow	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
knows	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
barn	|	6.020600	|	0.000000	|	0.000000	|	0.000000	|	
exactly	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
chores	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
dawn	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
says	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
cows	|	0.301030	|	0.000000	|	0.301030	|	0.000000	|	
home	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Yeah	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Bartender	|	5.418540	|	0.000000	|	0.000000	|	0.000000	|	
may	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
sit	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
barstool	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
long	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
attention	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
alone	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
you'll	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
give	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
quarters	|	0.301030	|	0.000000	|	1.505150	|	0.000000	|	
bottle	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
jukebox	|	2.408240	|	0.602060	|	0.000000	|	0.000000	|	
rest	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Give	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Strait	|	4.816480	|	0.000000	|	0.000000	|	0.000000	|	
Sing	|	0.499755	|	1.749142	|	0.000000	|	0.999510	|	
Am	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Blue	|	1.204120	|	0.000000	|	0.000000	|	0.301030	|	
while	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
how	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
baby's	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
gotten	|	0.249877	|	0.499755	|	0.249877	|	0.000000	|	
fireman	|	0.903090	|	0.000000	|	0.301030	|	0.000000	|	
Before	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
unwound	|	4.816480	|	0.000000	|	0.000000	|	0.000000	|	
Let's	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
start	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
nice	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
easy	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Something	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Know	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Me	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
our	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
slowly	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Fool	|	0.301030	|	0.000000	|	0.000000	|	0.301030	|	
fall	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
leave	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
single	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
song	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
'em	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
singer	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
bad	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
heartache	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
smoother	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
Than	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
stiff	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
shot	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Without	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
you'd	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
wiser	|	0.301030	|	0.301030	|	0.000000	|	0.000000	|	
wealth	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
without	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
true	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
free	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
chasing	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
strings	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Having	|	0.124939	|	0.124939	|	0.249877	|	0.000000	|	
end	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
everyday	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
tender	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
touch	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
puts	|	0.624694	|	0.374816	|	0.000000	|	0.124939	|	
smile	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Wouldn't	|	0.624694	|	0.000000	|	0.124939	|	0.124939	|	
Hard	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
times	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
May	|	2.408240	|	0.000000	|	0.000000	|	0.000000	|	
maybe	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Will	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
enough	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
babe	|	1.124449	|	2.123959	|	0.374816	|	0.000000	|	
blow	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Love	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
has	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
most	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
x2	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Any	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
each	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Every	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Friday	|	2.498775	|	0.999510	|	1.124449	|	0.000000	|	
steady	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
dust	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
leads	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
field	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
pickup	|	0.374816	|	0.874571	|	0.249877	|	0.000000	|	
trucks	|	0.874571	|	0.000000	|	0.124939	|	0.874571	|	
Hank	|	5.719570	|	0.000000	|	0.000000	|	0.301030	|	
crankin	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
loud	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
coolers	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
tailgates	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
There's	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
fire	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
burnin	|	1.204120	|	0.301030	|	0.000000	|	0.000000	|	
alarmed	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
boys	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
gettin'	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Ed's	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
Becky	|	1.806180	|	0.000000	|	0.000000	|	0.000000	|	
week	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Somebody	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
they	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
headed	|	1.124449	|	0.000000	|	0.249877	|	1.124449	|	
creek	|	0.624694	|	0.124939	|	0.000000	|	0.124939	|	
Farmer	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
Johnson's	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
daughter's	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
Jeep	|	0.301030	|	0.000000	|	0.301030	|	0.000000	|	
Man	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
he	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
mean	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Old	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Dave's	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
harm	|	0.374816	|	0.999510	|	0.000000	|	0.374816	|	
We're	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
lotta	|	0.874571	|	0.000000	|	0.374816	|	0.499755	|	
fun	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
New	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
York	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
minute	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
inside	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
city	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
limits	|	0.602060	|	0.000000	|	0.301030	|	0.000000	|	
closin	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
cover	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
charge	|	0.903090	|	0.000000	|	0.903090	|	0.000000	|	
are	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
dress	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
code	|	0.602060	|	0.000000	|	0.602060	|	0.000000	|	
rural	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
route	|	0.124939	|	0.124939	|	0.249877	|	0.000000	|	
rules	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
mess	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
bull	|	0.903090	|	0.000000	|	0.602060	|	0.000000	|	
real	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
forget	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
shut	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
gate	|	0.624694	|	0.000000	|	0.249877	|	0.499755	|	
stay	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
outta	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
beans	|	0.124939	|	0.124939	|	0.374816	|	0.000000	|	
then	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
y'all	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Stay	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
standing	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
rainbow	|	0.624694	|	0.000000	|	0.124939	|	0.374816	|	
With	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
nowhere	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
pot	|	0.124939	|	0.000000	|	3.248407	|	0.249877	|	
gold	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
sight	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
wishes	|	0.903090	|	0.000000	|	0.301030	|	0.000000	|	
were	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
too	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
knew	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
light	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
soon	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
spare	|	0.499755	|	0.124939	|	0.000000	|	0.124939	|	
touched	|	0.903090	|	0.000000	|	0.000000	|	0.602060	|	
prayer	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
In	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
darkest	|	1.505150	|	0.000000	|	0.301030	|	0.000000	|	
gloom	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
saved	|	2.107210	|	0.000000	|	0.301030	|	0.000000	|	
who	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
cares	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
somewhere	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
forever	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
rescued	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
before	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
crossed	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
line	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Ohoh	|	0.124939	|	0.000000	|	1.249387	|	0.249877	|	
yeah	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Not	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Indian	|	0.499755	|	0.249877	|	0.249877	|	0.000000	|	
outlaw	|	1.874081	|	0.000000	|	0.124939	|	0.499755	|	
Half	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Cherokee	|	3.612360	|	0.000000	|	0.000000	|	0.000000	|	
choctaw	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
Chippawa	|	2.408240	|	0.000000	|	0.000000	|	0.000000	|	
kind	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
friends	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
call	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Bear	|	0.301030	|	0.000000	|	0.903090	|	0.000000	|	
claw	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
Village	|	0.301030	|	0.000000	|	0.000000	|	0.602060	|	
chieftain	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
paw	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
He	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
gets	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
his	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
orders	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
maw	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
makes	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
walk	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Wigwam	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
beatin'	|	2.408240	|	0.000000	|	0.903090	|	0.000000	|	
tom	|	0.602060	|	0.000000	|	0.000000	|	0.301030	|	
Pull	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
pipe	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
smoke	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
ya	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Choctaw	|	1.806180	|	0.000000	|	0.000000	|	0.000000	|	
trouble	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
ride	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
pony	|	0.124939	|	0.249877	|	0.249877	|	0.000000	|	
double	|	0.249877	|	0.124939	|	2.123959	|	0.000000	|	
Make	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
bubble	|	0.249877	|	1.124449	|	0.624694	|	0.000000	|	
lord	|	0.374816	|	0.000000	|	7.746202	|	0.249877	|	
Like	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
glass	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
wine	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
remember	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
medicine	|	0.124939	|	0.749632	|	0.249877	|	0.000000	|	
caught	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
water	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Drug	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
Said	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
wasn't	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Deer	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
or	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Buffalo	|	0.602060	|	0.000000	|	0.000000	|	0.301030	|	
arrow	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
hickory	|	0.301030	|	0.000000	|	0.000000	|	0.301030	|	
bow	|	0.999510	|	0.249877	|	0.499755	|	0.000000	|	
From	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
hundred	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
yards	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
They	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
gather	|	0.249877	|	0.249877	|	0.000000	|	0.374816	|	
round	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
teepee	|	0.124939	|	0.124939	|	0.124939	|	0.000000	|	
Late	|	0.301030	|	0.903090	|	0.000000	|	0.000000	|	
tryin'	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
catch	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
peek	|	0.124939	|	0.249877	|	1.374326	|	0.000000	|	
briefs	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
standin'	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
tribe	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
proud	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
live	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
die	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Monday	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
morning	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
warning	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
started	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
going	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
south	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Del	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
Rio	|	0.249877	|	0.000000	|	0.249877	|	0.499755	|	
Texas	|	0.374816	|	0.124939	|	0.624694	|	0.000000	|	
hell	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
load	|	0.874571	|	0.000000	|	1.499265	|	0.624694	|	
brain	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
even	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
knowing	|	0.249877	|	0.000000	|	0.124939	|	0.249877	|	
really	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
means	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
messed	|	0.999510	|	0.249877	|	0.124939	|	0.000000	|	
Mexico	|	1.749142	|	0.000000	|	0.249877	|	0.749632	|	
living	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
refried	|	3.612360	|	0.000000	|	0.000000	|	0.000000	|	
sick	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
dog	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
pounding	|	2.408240	|	0.000000	|	0.000000	|	0.000000	|	
border	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
town	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
fog	|	0.499755	|	0.249877	|	0.000000	|	0.249877	|	
last	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
dime	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
coming	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
seams	|	1.806180	|	0.000000	|	0.000000	|	0.000000	|	
This	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
picture	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
pretty	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
ragged	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
dirty	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
wondering	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
doing	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Shooting	|	0.301030	|	0.000000	|	0.903090	|	0.000000	|	
tequila	|	0.249877	|	0.000000	|	0.124939	|	0.249877	|	
wantin'	|	0.499755	|	1.999020	|	0.374816	|	0.000000	|	
wishin	|	0.602060	|	0.000000	|	0.000000	|	0.000000	|	
God	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
near	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
feeling	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
empty	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
selfesteem	|	0.301030	|	0.000000	|	0.000000	|	0.301030	|	
stuck	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
Johnny's	|	1.204120	|	0.000000	|	0.000000	|	0.000000	|	
daddy	|	0.000000	|	0.000000	|	0.000000	|	0.000000	|	
